07:41:16.655741  [WARNING ][init_cfg]warning:missed section:server_8
07:41:16.707348  [WARNING ][init_cfg]warning:missed section:server_9
07:41:16.707391  [WARNING ][init_cfg]warning:missed section:server_10
07:41:16.707414  [WARNING ][init_cfg]warning:missed section:server_11
07:41:16.707434  [WARNING ][init_cfg]warning:missed section:server_12
07:41:16.707453  [WARNING ][init_cfg]warning:missed section:server_13
07:41:16.707472  [WARNING ][init_cfg]warning:missed section:server_14
07:41:16.707491  [WARNING ][init_cfg]warning:missed section:server_15
07:41:16.707510  [WARNING ][init_cfg]warning:missed section:server_16
07:41:16.707529  [WARNING ][init_cfg]warning:missed section:server_17
07:41:16.707549  [WARNING ][init_cfg]warning:missed section:server_18
07:41:16.707567  [WARNING ][init_cfg]warning:missed section:server_19
07:41:16.707587  [WARNING ][init_cfg]warning:missed section:server_20
07:41:16.707606  [WARNING ][init_cfg]warning:missed section:server_21
07:41:16.707625  [WARNING ][init_cfg]warning:missed section:server_22
07:41:16.707644  [WARNING ][init_cfg]warning:missed section:server_23
07:41:16.707663  [WARNING ][init_cfg]warning:missed section:server_24
07:41:16.707682  [WARNING ][init_cfg]warning:missed section:server_25
07:41:16.707701  [WARNING ][init_cfg]warning:missed section:server_26
07:41:16.707720  [WARNING ][init_cfg]warning:missed section:server_27
07:41:16.707739  [WARNING ][init_cfg]warning:missed section:server_28
07:41:16.707758  [WARNING ][init_cfg]warning:missed section:server_29
08:38:54.819407  [INFO    ][CWorldLogin::select_account_callback]----------------- MAILBOX_CLIENT_AUTHZ ------
08:38:54.819425  [INFO    ][CWorldLogin::select_account_callback]----------------- ENUM_LOGIN_SUCCESS ------
08:38:54.819441  [INFO    ][CWorldLogin::select_account_callback]----------------- MSGID_BASEAPPMGR_CREATEBASE_FROM_NAME_ANYWHERE 1 ------
08:38:54.819462  [INFO    ][CWorldLogin::select_account_callback]-------dbmgr ----- MSGID_BASEAPPMGR_CREATEBASE_FROM_NAME_ANYWHERE 2 ------
08:38:54.819479  [DEBUG   ][CWorldLogin::SelectAccountCallback]u.GenLen()=9
08:38:54.819496  [DEBUG   ][CWorldLogin::FromRpcCall]-----------------MSGID_LOGINAPP_SELECT_ACCOUNT_CALLBACK--------- nRet=0
08:38:54.880399  [DEBUG   ][NotifyClientToAttach]------------- NotifyClientToAttach ------------ pszAccount=111111@test;baseapp_id=6;pszKey=66bd8eb2ce20e29ed48863bae4c17f61
08:38:54.880582  [DEBUG   ][NotifyClientToAttach]account=111111@test;fd=18
08:38:54.880783  [DEBUG   ][NotifyClientToAttach]----------------NotifyClientToAttach-------- MSGID_CLIENT_NOTIFY_ATTACH_BASEAPP=2; GetServerName=192.168.1.102; GetServerPort=8006; baseapp_id=6
08:38:54.880825  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------NotifyClientToAttach------- nRet=0
08:38:55.109929  [WARNING ][handle_message_err]failed, 104,'Connection reset by peer'
08:38:55.110076  [INFO    ][on_fd_closed]fd=18
08:38:55.110113  [INFO    ][CWorldLogin::OnFdClosed]fd=18;account=111111@test
08:38:55.110138  [DEBUG   ][CEpollServer::removeFd]fd=18;fd_type=3;addr=192.168.1.22;port=50905
08:38:55.168385  [DEBUG   ][CWorldLogin::ModifyOnlineCount]flag=0;modifyCount=1;m_onlineCount=1
08:38:55.168486  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_ONLINE_COUNT------- nRet=0
08:41:29.480716  [DEBUG   ][CWorldLogin::ModifyOnlineCount]flag=1;modifyCount=1;m_onlineCount=0
08:41:29.480784  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_ONLINE_COUNT------- nRet=0
